time,e11,e22,e33,e12,e13,e23,s11,s22,s33,s12,s13,s23
24700,-0.108283,-0.138323,0.247,-0.12222,-0.0246478,-0.0269696,0,0,162.381,0,0,0
24800,-0.108663,-0.138943,0.248,-0.122705,-0.0246251,-0.0269384,0,0,162.396,0,0,0
24900,-0.109043,-0.139563,0.249,-0.123189,-0.0246011,-0.0269055,0,0,162.41,0,0,0
25000,-0.109422,-0.140184,0.25,-0.123674,-0.0245759,-0.026871,0,0,162.425,0,0,0
25100,-0.109801,-0.140805,0.251,-0.124159,-0.0245493,-0.0268347,0,0,162.441,0,0,0
25200,-0.11018,-0.141427,0.252,-0.124643,-0.0245216,-0.0267968,0,0,162.458,0,0,0
25300,-0.110558,-0.142049,0.253,-0.125128,-0.0244925,-0.0267573,0,0,162.476,0,0,0
25400,-0.110935,-0.142671,0.254,-0.125612,-0.0244623,-0.026716,0,0,162.494,0,0,0
25500,-0.111312,-0.143294,0.255,-0.126096,-0.0244307,-0.0266731,0,0,162.513,0,0,0
25600,-0.111689,-0.143917,0.256,-0.12658,-0.0243979,-0.0266285,0,0,162.532,0,0,0
25700,-0.112065,-0.144541,0.257,-0.127064,-0.0243638,-0.0265821,0,0,162.553,0,0,0
25800,-0.112441,-0.145165,0.258,-0.127548,-0.0243285,-0.0265341,0,0,162.574,0,0,0
25900,-0.112816,-0.14579,0.259,-0.128031,-0.0242919,-0.0264844,0,0,162.596,0,0,0
26000,-0.113191,-0.146415,0.26,-0.128515,-0.024254,-0.0264329,0,0,162.619,0,0,0
26100,-0.113565,-0.147041,0.261,-0.128998,-0.0242149,-0.0263797,0,0,162.643,0,0,0
26200,-0.113939,-0.147667,0.262,-0.129482,-0.0241745,-0.0263248,0,0,162.667,0,0,0
26300,-0.114312,-0.148293,0.263,-0.129965,-0.0241328,-0.0262682,0,0,162.692,0,0,0
26400,-0.114685,-0.14892,0.264,-0.130448,-0.0240898,-0.0262098,0,0,162.718,0,0,0
26500,-0.115058,-0.149547,0.265,-0.130931,-0.0240456,-0.0261497,0,0,162.745,0,0,0
26600,-0.11543,-0.150175,0.266,-0.131414,-0.024,-0.0260878,0,0,162.773,0,0,0
26700,-0.115802,-0.150803,0.267,-0.131896,-0.0239532,-0.0260242,0,0,162.802,0,0,0
26800,-0.116173,-0.151432,0.268,-0.132379,-0.0239052,-0.0259589,0,0,162.83,0,0,0
26900,-0.116544,-0.152061,0.269,-0.132861,-0.0238558,-0.0258917,0,0,162.861,0,0,0
27000,-0.116914,-0.152691,0.27,-0.133344,-0.0238051,-0.0258228,0,0,162.892,0,0,0
27100,-0.117284,-0.153321,0.271,-0.133826,-0.0237532,-0.0257522,0,0,162.924,0,0,0
27200,-0.117653,-0.153951,0.272,-0.134308,-0.0237,-0.0256797,0,0,162.956,0,0,0
27300,-0.118022,-0.154582,0.273,-0.13479,-0.0236455,-0.0256055,0,0,162.99,0,0,0
27400,-0.118391,-0.155214,0.274,-0.135272,-0.0235896,-0.0255295,0,0,163.024,0,0,0
27500,-0.118759,-0.155845,0.275,-0.135754,-0.0235325,-0.0254516,0,0,163.06,0,0,0
27600,-0.119127,-0.156478,0.276,-0.136235,-0.0234741,-0.025372,0,0,163.096,0,0,0
27700,-0.119494,-0.15711,0.277,-0.136717,-0.0234145,-0.0252906,0,0,163.133,0,0,0
27800,-0.119861,-0.157744,0.278,-0.137198,-0.0233535,-0.0252073,0,0,163.171,0,0,0
27900,-0.120227,-0.158377,0.279,-0.137679,-0.0232912,-0.0251222,0,0,163.21,0,0,0
28000,-0.120593,-0.159011,0.28,-0.13816,-0.0232276,-0.0250354,0,0,163.25,0,0,0
28100,-0.120958,-0.159646,0.281,-0.138641,-0.0231627,-0.0249466,0,0,163.29,0,0,0
28200,-0.121323,-0.160281,0.282,-0.139122,-0.0230964,-0.0248561,0,0,163.333,0,0,0
28300,-0.121688,-0.160916,0.283,-0.139603,-0.0230289,-0.0247636,0,0,163.375,0,0,0
28400,-0.122052,-0.161552,0.284,-0.140083,-0.0229601,-0.0246694,0,0,163.419,0,0,0
28500,-0.122416,-0.162188,0.285,-0.140563,-0.0228899,-0.0245733,0,0,163.463,0,0,0
28600,-0.122779,-0.162825,0.286,-0.141044,-0.0228185,-0.0244753,0,0,163.509,0,0,0
28700,-0.123142,-0.163462,0.287,-0.141524,-0.0227457,-0.0243754,0,0,163.555,0,0,0
28800,-0.123504,-0.164099,0.288,-0.142004,-0.0226716,-0.0242737,0,0,163.602,0,0,0
28900,-0.123866,-0.164737,0.289,-0.142484,-0.0225962,-0.0241701,0,0,163.651,0,0,0
29000,-0.124227,-0.165376,0.29,-0.142964,-0.0225194,-0.0240646,0,0,163.7,0,0,0
29100,-0.124588,-0.166015,0.291,-0.143443,-0.0224413,-0.0239572,0,0,163.75,0,0,0
29200,-0.124949,-0.166654,0.292,-0.143923,-0.0223619,-0.0238479,0,0,163.801,0,0,0
29300,-0.125309,-0.167294,0.293,-0.144402,-0.0222812,-0.0237367,0,0,163.854,0,0,0
29400,-0.125669,-0.167934,0.294,-0.144881,-0.0221991,-0.0236235,0,0,163.908,0,0,0
29500,-0.126028,-0.168574,0.295,-0.14536,-0.0221157,-0.0235085,0,0,163.962,0,0,0
29600,-0.126387,-0.169215,0.296,-0.145839,-0.022031,-0.0233915,0,0,164.017,0,0,0
29700,-0.126745,-0.169857,0.297,-0.146318,-0.0219449,-0.0232726,0,0,164.074,0,0,0
29800,-0.127103,-0.170499,0.298,-0.146797,-0.0218575,-0.0231518,0,0,164.131,0,0,0
29900,-0.127461,-0.171141,0.299,-0.147275,-0.0217687,-0.0230289,0,0,164.189,0,0,0
30000,-0.127818,-0.171784,0.3,-0.147754,-0.0216786,-0.0229042,0,0,164.25,0,0,0
30100,-0.128174,-0.172427,0.301,-0.148232,-0.0215871,-0.0227775,0,0,164.31,0,0,0
30200,-0.12853,-0.173071,0.302,-0.14871,-0.0214943,-0.0226488,0,0,164.372,0,0,0
30300,-0.128886,-0.173715,0.303,-0.149188,-0.0214001,-0.0225181,0,0,164.434,0,0,0
30400,-0.129242,-0.17436,0.304,-0.149666,-0.0213046,-0.0223854,0,0,164.498,0,0,0
30500,-0.129596,-0.175005,0.305,-0.150144,-0.0212077,-0.0222507,0,0,164.563,0,0,0
30600,-0.129951,-0.17565,0.306,-0.150621,-0.0211095,-0.0221141,0,0,164.63,0,0,0
30700,-0.130305,-0.176296,0.307,-0.151099,-0.0210098,-0.0219754,0,0,164.698,0,0,0
30800,-0.130658,-0.176942,0.308,-0.151576,-0.0209089,-0.0218347,0,0,164.766,0,0,0
30900,-0.131012,-0.177589,0.309,-0.152053,-0.0208065,-0.021692,0,0,164.836,0,0,0
31000,-0.131364,-0.178236,0.31,-0.15253,-0.0207027,-0.0215473,0,0,164.907,0,0,0
31100,-0.131716,-0.178884,0.311,-0.153007,-0.0205976,-0.0214005,0,0,164.979,0,0,0
31200,-0.132068,-0.179532,0.312,-0.153484,-0.0204911,-0.0212517,0,0,165.052,0,0,0
31300,-0.13242,-0.18018,0.313,-0.153961,-0.0203833,-0.0211008,0,0,165.126,0,0,0
31400,-0.132771,-0.180829,0.314,-0.154437,-0.020274,-0.0209479,0,0,165.202,0,0,0
31500,-0.133121,-0.181478,0.315,-0.154913,-0.0201633,-0.0207929,0,0,165.279,0,0,0
31600,-0.133471,-0.182128,0.316,-0.15539,-0.0200513,-0.0206358,0,0,165.357,0,0,0
31700,-0.133821,-0.182778,0.317,-0.155866,-0.0199379,-0.0204766,0,0,165.436,0,0,0
31800,-0.13417,-0.183429,0.318,-0.156342,-0.019823,-0.0203153,0,0,165.516,0,0,0
31900,-0.134519,-0.18408,0.319,-0.156817,-0.0197068,-0.020152,0,0,165.599,0,0,0
32000,-0.134867,-0.184731,0.32,-0.157293,-0.0195891,-0.0199865,0,0,165.682,0,0,0
32100,-0.135215,-0.185383,0.321,-0.157768,-0.0194701,-0.0198189,0,0,165.766,0,0,0
32200,-0.135563,-0.186035,0.322,-0.158244,-0.0193496,-0.0196492,0,0,165.852,0,0,0
32300,-0.13591,-0.186688,0.323,-0.158719,-0.0192277,-0.0194773,0,0,165.939,0,0,0
32400,-0.136256,-0.187341,0.324,-0.159194,-0.0191044,-0.0193033,0,0,166.027,0,0,0
32500,-0.136603,-0.187995,0.325,-0.159669,-0.0189797,-0.0191271,0,0,166.117,0,0,0
32600,-0.136948,-0.188649,0.326,-0.160144,-0.0188536,-0.0189488,0,0,166.208,0,0,0
32700,-0.137294,-0.189303,0.327,-0.160618,-0.018726,-0.0187683,0,0,166.299,0,0,0
32800,-0.137639,-0.189958,0.328,-0.161093,-0.018597,-0.0185856,0,0,166.394,0,0,0
32900,-0.137983,-0.190613,0.329,-0.161567,-0.0184665,-0.0184007,0,0,166.489,0,0,0
33000,-0.138327,-0.191269,0.33,-0.162041,-0.0183347,-0.0182137,0,0,166.586,0,0,0
33100,-0.138671,-0.191925,0.331,-0.162515,-0.0182013,-0.0180244,0,0,166.684,0,0,0
33200,-0.139014,-0.192581,0.332,-0.162989,-0.0180666,-0.0178329,0,0,166.783,0,0,0
33300,-0.139357,-0.193238,0.333,-0.163463,-0.0179304,-0.0176392,0,0,166.884,0,0,0
33400,-0.139699,-0.193896,0.334,-0.163936,-0.0177927,-0.0174432,0,0,166.986,0,0,0
33500,-0.140041,-0.194554,0.335,-0.16441,-0.0176536,-0.017245,0,0,167.09,0,0,0
33600,-0.140383,-0.195212,0.336,-0.164883,-0.017513,-0.0170445,0,0,167.195,0,0,0
33700,-0.140724,-0.195871,0.337,-0.165356,-0.0173709,-0.0168418,0,0,167.302,0,0,0
33800,-0.141064,-0.19653,0.338,-0.165829,-0.0172274,-0.0166368,0,0,167.411,0,0,0
33900,-0.141405,-0.197189,0.339,-0.166302,-0.0170824,-0.0164295,0,0,167.52,0,0,0
34000,-0.141744,-0.197849,0.34,-0.166774,-0.0169359,-0.01622,0,0,167.631,0,0,0
34100,-0.142084,-0.198509,0.341,-0.167247,-0.0167879,-0.0160081,0,0,167.744,0,0,0
34200,-0.142423,-0.19917,0.342,-0.167719,-0.0166385,-0.0157939,0,0,167.858,0,0,0
34300,-0.142761,-0.199831,0.343,-0.168191,-0.0164875,-0.0155773,0,0,167.975,0,0,0
34400,-0.143099,-0.200493,0.344,-0.168664,-0.0163351,-0.0153585,0,0,168.091,0,0,0
34500,-0.143437,-0.201155,0.345,-0.169135,-0.0161812,-0.0151373,0,0,168.211,0,0,0
34600,-0.143774,-0.201817,0.346,-0.169607,-0.0160257,-0.0149137,0,0,168.333,0,0,0
34700,-0.144111,-0.20248,0.347,-0.170079,-0.0158688,-0.0146878,0,0,168.456,0,0,0
34800,-0.144448,-0.203144,0.348,-0.17055,-0.0157103,-0.0144594,0,0,168.58,0,0,0
34900,-0.144784,-0.203807,0.349,-0.171021,-0.0155503,-0.0142287,0,0,168.705,0,0,0
35000,-0.145119,-0.204471,0.35,-0.171493,-0.0153888,-0.0139956,0,0,168.833,0,0,0
35100,-0.145454,-0.205136,0.351,-0.171964,-0.0152258,-0.0137601,0,0,168.962,0,0,0
35200,-0.145789,-0.205801,0.352,-0.172434,-0.0150613,-0.0135222,0,0,169.094,0,0,0
35300,-0.146124,-0.206466,0.353,-0.172905,-0.0148952,-0.0132818,0,0,169.225,0,0,0
35400,-0.146457,-0.207132,0.354,-0.173376,-0.0147275,-0.013039,0,0,169.361,0,0,0
35500,-0.146791,-0.207798,0.355,-0.173846,-0.0145583,-0.0127937,0,0,169.499,0,0,0
35600,-0.147124,-0.208465,0.356,-0.174316,-0.0143876,-0.0125459,0,0,169.636,0,0,0
35700,-0.147457,-0.209132,0.357,-0.174786,-0.0142153,-0.0122957,0,0,169.776,0,0,0
35800,-0.147789,-0.209799,0.358,-0.175256,-0.0140415,-0.0120429,0,0,169.918,0,0,0
35900,-0.148121,-0.210467,0.359,-0.175726,-0.0138661,-0.0117877,0,0,170.063,0,0,0
36000,-0.148452,-0.211135,0.36,-0.176195,-0.0136891,-0.0115299,0,0,170.208,0,0,0
36100,-0.148783,-0.211804,0.361,-0.176665,-0.0135105,-0.0112697,0,0,170.356,0,0,0
36200,-0.149114,-0.212473,0.362,-0.177134,-0.0133303,-0.0110068,0,0,170.506,0,0,0
36300,-0.149444,-0.213142,0.363,-0.177603,-0.0131486,-0.0107414,0,0,170.657,0,0,0
36400,-0.149774,-0.213812,0.364,-0.178072,-0.0129653,-0.0104735,0,0,170.811,0,0,0
36500,-0.150103,-0.214483,0.365,-0.178541,-0.0127803,-0.0102029,0,0,170.967,0,0,0
36600,-0.150432,-0.215153,0.366,-0.179009,-0.0125938,-0.00992979,0,0,171.125,0,0,0
36700,-0.15076,-0.215824,0.367,-0.179478,-0.0124056,-0.00965404,0,0,171.285,0,0,0
36800,-0.151088,-0.216496,0.368,-0.179946,-0.0122159,-0.00937567,0,0,171.446,0,0,0
36900,-0.151416,-0.217168,0.369,-0.180414,-0.0120245,-0.00909467,0,0,171.611,0,0,0
37000,-0.151743,-0.21784,0.37,-0.180882,-0.0118315,-0.00881101,0,0,171.777,0,0,0
37100,-0.15207,-0.218513,0.371,-0.18135,-0.0116368,-0.00852469,0,0,171.945,0,0,0
37200,-0.152397,-0.219186,0.372,-0.181817,-0.0114405,-0.0082357,0,0,172.117,0,0,0
37300,-0.152723,-0.219859,0.373,-0.182285,-0.0112426,-0.00794401,0,0,172.29,0,0,0
37400,-0.153048,-0.220533,0.374,-0.182752,-0.011043,-0.00764962,0,0,172.464,0,0,0
37500,-0.153374,-0.221208,0.375,-0.183219,-0.0108417,-0.0073525,0,0,172.643,0,0,0
37600,-0.153698,-0.221882,0.376,-0.183686,-0.0106388,-0.00705265,0,0,172.821,0,0,0
37700,-0.154023,-0.222558,0.377,-0.184153,-0.0104342,-0.00675005,0,0,173.004,0,0,0
37800,-0.154347,-0.223233,0.378,-0.18462,-0.0102279,-0.00644469,0,0,173.188,0,0,0
37900,-0.15467,-0.223909,0.379,-0.185086,-0.0100199,-0.00613654,0,0,173.375,0,0,0
38000,-0.154994,-0.224585,0.38,-0.185552,-0.00981022,-0.0058256,0,0,173.564,0,0,0
38100,-0.155316,-0.225262,0.381,-0.186019,-0.00959884,-0.00551185,0,0,173.755,0,0,0
38200,-0.155639,-0.225939,0.382,-0.186485,-0.00938576,-0.00519527,0,0,173.949,0,0,0
38300,-0.155961,-0.226617,0.383,-0.18695,-0.00917096,-0.00487584,0,0,174.146,0,0,0
38400,-0.156282,-0.227295,0.384,-0.187416,-0.00895444,-0.00455356,0,0,174.345,0,0,0
38500,-0.156604,-0.227973,0.385,-0.187881,-0.00873618,-0.0042284,0,0,174.547,0,0,0
38600,-0.156924,-0.228652,0.386,-0.188347,-0.00851619,-0.00390035,0,0,174.75,0,0,0
38700,-0.157245,-0.229331,0.387,-0.188812,-0.00829445,-0.00356939,0,0,174.959,0,0,0
38800,-0.157565,-0.230011,0.388,-0.189277,-0.00807095,-0.0032355,0,0,175.169,0,0,0
38900,-0.157884,-0.230691,0.389,-0.189742,-0.0078457,-0.00289867,0,0,175.38,0,0,0
39000,-0.158203,-0.231371,0.39,-0.190206,-0.00761867,-0.00255888,0,0,175.596,0,0,0
39100,-0.158522,-0.232052,0.391,-0.190671,-0.00738986,-0.00221611,0,0,175.813,0,0,0
39200,-0.158841,-0.232733,0.392,-0.191135,-0.00715927,-0.00187034,0,0,176.034,0,0,0
39300,-0.159158,-0.233414,0.393,-0.191599,-0.00692688,-0.00152156,0,0,176.258,0,0,0
39400,-0.159476,-0.234096,0.394,-0.192063,-0.00669269,-0.00116975,0,0,176.484,0,0,0
39500,-0.159793,-0.234778,0.395,-0.192527,-0.00645668,-0.000814888,0,0,176.713,0,0,0
39600,-0.16011,-0.235461,0.396,-0.19299,-0.00621886,-0.000456955,0,0,176.945,0,0,0
39700,-0.160426,-0.236144,0.397,-0.193454,-0.0059792,-9.5935e-05,0,0,177.182,0,0,0
39800,-0.160742,-0.236827,0.398,-0.193917,-0.00573771,0.000268194,0,0,177.421,0,0,0
39900,-0.161058,-0.237511,0.399,-0.19438,-0.00549436,0.000635451,0,0,177.661,0,0,0
40000,-0.161373,-0.238195,0.4,-0.194843,-0.00524916,0.00100585,0,0,177.906,0,0,0
40100,-0.161688,-0.23888,0.401,-0.195306,-0.00500209,0.00137942,0,0,178.155,0,0,0
40200,-0.162002,-0.239565,0.402,-0.195768,-0.00475314,0.00175618,0,0,178.405,0,0,0
40300,-0.162316,-0.24025,0.403,-0.196231,-0.00450231,0.00213615,0,0,178.661,0,0,0
40400,-0.16263,-0.240936,0.404,-0.196693,-0.00424958,0.00251934,0,0,178.92,0,0,0
40500,-0.162943,-0.241622,0.405,-0.197155,-0.00399495,0.00290578,0,0,179.18,0,0,0
40600,-0.163256,-0.242309,0.406,-0.197617,-0.00373839,0.0032955,0,0,179.444,0,0,0
40700,-0.163568,-0.242996,0.407,-0.198079,-0.00347991,0.0036885,0,0,179.712,0,0,0
40800,-0.163881,-0.243683,0.408,-0.19854,-0.00321949,0.00408482,0,0,179.985,0,0,0
40900,-0.164192,-0.244371,0.409,-0.199001,-0.00295712,0.00448448,0,0,180.26,0,0,0
41000,-0.164503,-0.245059,0.41,-0.199463,-0.00269279,0.0048875,0,0,180.538,0,0,0
41100,-0.164814,-0.245747,0.411,-0.199924,-0.00242649,0.00529389,0,0,180.824,0,0,0
41200,-0.165125,-0.246436,0.412,-0.200384,-0.00215821,0.0057037,0,0,181.107,0,0,0
41300,-0.165435,-0.247125,0.413,-0.200845,-0.00188793,0.00611693,0,0,181.398,0,0,0
41400,-0.165745,-0.247815,0.414,-0.201305,-0.00161565,0.00653361,0,0,181.692,0,0,0
41500,-0.166054,-0.248505,0.415,-0.201766,-0.00134135,0.00695377,0,0,181.991,0,0,0
41600,-0.166363,-0.249195,0.416,-0.202226,-0.00106502,0.00737744,0,0,182.292,0,0,0
41700,-0.166672,-0.249886,0.417,-0.202686,-0.000786655,0.00780462,0,0,182.599,0,0,0
41800,-0.16698,-0.250577,0.418,-0.203145,-0.000506232,0.00823537,0,0,182.909,0,0,0
41900,-0.167288,-0.251268,0.419,-0.203605,-0.000223743,0.00866968,0,0,183.223,0,0,0
42000,-0.167595,-0.25196,0.42,-0.204064,6.0824e-05,0.0091076,0,0,183.542,0,0,0
42100,-0.167902,-0.252652,0.421,-0.204524,0.000347484,0.00954916,0,0,183.865,0,0,0
42200,-0.168209,-0.253345,0.422,-0.204983,0.00063625,0.00999436,0,0,184.192,0,0,0
42300,-0.168515,-0.254038,0.423,-0.205441,0.000927133,0.0104433,0,0,184.524,0,0,0
42400,-0.168821,-0.254731,0.424,-0.2059,0.00122015,0.0108959,0,0,184.858,0,0,0
42500,-0.169126,-0.255425,0.425,-0.206358,0.00151531,0.0113522,0,0,185.2,0,0,0
42600,-0.169432,-0.256119,0.426,-0.206817,0.00181263,0.0118123,0,0,185.549,0,0,0
42700,-0.169736,-0.256813,0.427,-0.207275,0.00211213,0.0122762,0,0,185.897,0,0,0
42800,-0.170041,-0.257508,0.428,-0.207733,0.00241381,0.012744,0,0,186.251,0,0,0
42900,-0.170345,-0.258203,0.429,-0.20819,0.0027177,0.0132156,0,0,186.612,0,0,0
43000,-0.170648,-0.258898,0.43,-0.208648,0.00302381,0.013691,0,0,186.977,0,0,0
43100,-0.170952,-0.259594,0.431,-0.209105,0.00333215,0.0141704,0,0,187.347,0,0,0
43200,-0.171255,-0.26029,0.432,-0.209562,0.00364275,0.0146538,0,0,187.721,0,0,0
43300,-0.171557,-0.260987,0.433,-0.210019,0.00395561,0.0151411,0,0,188.104,0,0,0
43400,-0.171859,-0.261684,0.434,-0.210476,0.00427075,0.0156325,0,0,188.489,0,0,0
43500,-0.172161,-0.262381,0.435,-0.210933,0.0045882,0.0161278,0,0,188.88,0,0,0
43600,-0.172462,-0.263079,0.436,-0.211389,0.00490796,0.0166273,0,0,189.276,0,0,0
43700,-0.172763,-0.263777,0.437,-0.211845,0.00523005,0.0171309,0,0,189.681,0,0,0
43800,-0.173064,-0.264475,0.438,-0.212301,0.00555449,0.0176386,0,0,190.087,0,0,0
43900,-0.173364,-0.265174,0.439,-0.212757,0.0058813,0.0181505,0,0,190.502,0,0,0
44000,-0.173664,-0.265873,0.44,-0.213213,0.0062105,0.0186666,0,0,190.922,0,0,0
44100,-0.173964,-0.266572,0.441,-0.213668,0.0065421,0.019187,0,0,191.35,0,0,0
44200,-0.174263,-0.267272,0.442,-0.214123,0.00687613,0.0197117,0,0,191.781,0,0,0
44300,-0.174562,-0.267972,0.443,-0.214578,0.0072126,0.0202407,0,0,192.22,0,0,0
44400,-0.17486,-0.268672,0.444,-0.215033,0.00755154,0.0207741,0,0,192.665,0,0,0
44500,-0.175159,-0.269373,0.445,-0.215488,0.00789295,0.0213119,0,0,193.117,0,0,0
44600,-0.175456,-0.270074,0.446,-0.215942,0.00823687,0.0218541,0,0,193.575,0,0,0
44700,-0.175754,-0.270776,0.447,-0.216397,0.00858331,0.0224008,0,0,194.04,0,0,0
44800,-0.176051,-0.271478,0.448,-0.216851,0.0089323,0.022952,0,0,194.512,0,0,0
44900,-0.176347,-0.27218,0.449,-0.217305,0.00928385,0.0235079,0,0,194.992,0,0,0
45000,-0.176644,-0.272882,0.45,-0.217758,0.00963799,0.0240683,0,0,195.478,0,0,0
45100,-0.17694,-0.273585,0.451,-0.218212,0.00999474,0.0246334,0,0,195.971,0,0,0
45200,-0.177235,-0.274288,0.452,-0.218665,0.0103541,0.0252031,0,0,196.472,0,0,0
45300,-0.17753,-0.274992,0.453,-0.219118,0.0107162,0.0257777,0,0,196.982,0,0,0
45400,-0.177825,-0.275696,0.454,-0.219571,0.0110809,0.026357,0,0,197.499,0,0,0
45500,-0.17812,-0.2764,0.455,-0.220024,0.0114483,0.0269411,0,0,198.023,0,0,0
45600,-0.178414,-0.277105,0.456,-0.220476,0.0118184,0.0275302,0,0,198.557,0,0,0
45700,-0.178708,-0.277809,0.457,-0.220929,0.0121913,0.0281241,0,0,199.097,0,0,0
45800,-0.179001,-0.278515,0.458,-0.221381,0.012567,0.0287231,0,0,199.647,0,0,0
45900,-0.179294,-0.27922,0.459,-0.221833,0.0129455,0.0293271,0,0,200.204,0,0,0
46000,-0.179587,-0.279926,0.46,-0.222284,0.0133268,0.0299362,0,0,200.772,0,0,0
46100,-0.17988,-0.280632,0.461,-0.222736,0.013711,0.0305504,0,0,201.348,0,0,0
46200,-0.180172,-0.281339,0.462,-0.223187,0.0140981,0.0311698,0,0,201.934,0,0,0
46300,-0.180463,-0.282045,0.463,-0.223638,0.0144881,0.0317944,0,0,202.527,0,0,0
46400,-0.180755,-0.282753,0.464,-0.224089,0.014881,0.0324244,0,0,203.133,0,0,0
46500,-0.181046,-0.28346,0.465,-0.224539,0.0152769,0.0330597,0,0,203.746,0,0,0
46600,-0.181337,-0.284168,0.466,-0.22499,0.0156758,0.0337004,0,0,204.371,0,0,0
46700,-0.181627,-0.284876,0.467,-0.22544,0.0160777,0.0343466,0,0,205.006,0,0,0
46800,-0.181917,-0.285584,0.468,-0.22589,0.0164828,0.0349984,0,0,205.651,0,0,0
46900,-0.182207,-0.286293,0.469,-0.22634,0.0168909,0.0356557,0,0,206.308,0,0,0
47000,-0.182496,-0.287002,0.47,-0.226789,0.0173021,0.0363187,0,0,206.974,0,0,0
47100,-0.182785,-0.287711,0.471,-0.227239,0.0177165,0.0369874,0,0,207.653,0,0,0
47200,-0.183074,-0.288421,0.472,-0.227688,0.0181342,0.0376619,0,0,208.344,0,0,0
47300,-0.183362,-0.289131,0.473,-0.228137,0.018555,0.0383423,0,0,209.045,0,0,0
47400,-0.18365,-0.289841,0.474,-0.228586,0.0189792,0.0390286,0,0,209.759,0,0,0
47500,-0.183938,-0.290552,0.475,-0.229034,0.0194066,0.0397209,0,0,210.486,0,0,0
47600,-0.184225,-0.291263,0.476,-0.229482,0.0198374,0.0404193,0,0,211.23,0,0,0
47700,-0.184512,-0.291974,0.477,-0.22993,0.0202716,0.0411239,0,0,211.977,0,0,0
47800,-0.184799,-0.292685,0.478,-0.230378,0.0207092,0.0418346,0,0,212.744,0,0,0
47900,-0.185085,-0.293397,0.479,-0.230826,0.0211503,0.0425517,0,0,213.524,0,0,0
48000,-0.185371,-0.294109,0.48,-0.231273,0.0215949,0.0432751,0,0,214.323,0,0,0
48100,-0.185657,-0.294822,0.481,-0.23172,0.0220431,0.044005,0,0,215.124,0,0,0
48200,-0.185942,-0.295534,0.482,-0.232167,0.0224949,0.0447414,0,0,215.948,0,0,0
48300,-0.186227,-0.296247,0.483,-0.232614,0.0229503,0.0454845,0,0,216.786,0,0,0
48400,-0.186512,-0.29696,0.484,-0.23306,0.0234094,0.0462342,0,0,217.64,0,0,0
48500,-0.186796,-0.297674,0.485,-0.233506,0.0238723,0.0469908,0,0,218.509,0,0,0
48600,-0.187081,-0.298387,0.486,-0.233952,0.0243389,0.0477543,0,0,219.402,0,0,0
48700,-0.187364,-0.299101,0.487,-0.234398,0.0248094,0.0485248,0,0,220.3,0,0,0
48800,-0.187648,-0.299816,0.488,-0.234844,0.0252837,0.0493023,0,0,221.221,0,0,0
48900,-0.187931,-0.30053,0.489,-0.235289,0.0257621,0.050087,0,0,222.167,0,0,0
49000,-0.188214,-0.301245,0.49,-0.235734,0.0262444,0.0508791,0,0,223.118,0,0,0
49100,-0.188496,-0.30196,0.491,-0.236179,0.0267308,0.0516785,0,0,224.095,0,0,0
49200,-0.188779,-0.302675,0.492,-0.236623,0.0272213,0.0524854,0,0,225.094,0,0,0
49300,-0.189061,-0.303391,0.493,-0.237067,0.0277159,0.0532999,0,0,226.117,0,0,0
49400,-0.189342,-0.304107,0.494,-0.237511,0.0282148,0.0541222,0,0,227.152,0,0,0
49500,-0.189623,-0.304823,0.495,-0.237955,0.0287181,0.0549522,0,0,228.211,0,0,0
49600,-0.189904,-0.30554,0.496,-0.238398,0.0292257,0.0557903,0,0,229.284,0,0,0
49700,-0.190185,-0.306256,0.497,-0.238841,0.0297377,0.0566364,0,0,230.395,0,0,0
49800,-0.190465,-0.306973,0.498,-0.239284,0.0302542,0.0574907,0,0,231.525,0,0,0
49900,-0.190746,-0.30769,0.499,-0.239727,0.0307753,0.0583533,0,0,232.673,0,0,0
50000,-0.191025,-0.308408,0.5,-0.240169,0.031301,0.0592245,0,0,233.846,0,0,0
