time,e11,e22,e33,e12,e13,e23,s11,s22,s33,s12,s13,s23
1900.25,-0.00926111,-0.00944111,0.0190025,-0.0094884,-1.72892e-13,-1.78207e-13,0,0,123.837,0,0,0
2001,-0.00975311,-0.00995272,0.02001,-0.00999191,-5.96703e-13,-6.14135e-13,0,0,125.451,0,0,0
2100.44,-0.0102382,-0.0104582,0.0210044,-0.0104889,-2.42678e-12,-2.4793e-12,0,0,127.05,0,0,0
2201,-0.0107283,-0.0109698,0.02201,-0.0109914,-1.17748e-11,-1.20298e-11,0,0,128.626,0,0,0
2300.8,-0.0112142,-0.0114782,0.023008,-0.0114901,-6.55664e-11,-6.70507e-11,0,0,130.177,0,0,0
2400.44,-0.0116989,-0.0119862,0.0240044,-0.011988,-6.4149e-10,-6.55274e-10,0,0,131.703,0,0,0
2501,-0.0121875,-0.0124995,0.02501,-0.0124905,-5.60921e-08,-5.74976e-08,0,0,133.211,0,0,0
2600.37,-0.0126699,-0.0130072,0.0260037,-0.012987,-6.38251e-06,-6.54909e-06,0,0,134.683,0,0,0
2700.44,-0.0131554,-0.0135191,0.0270044,-0.0134871,-0.000181433,-0.000186316,0,0,136.071,0,0,0
2800.44,-0.0136401,-0.0140313,0.0280044,-0.0139868,-0.000423204,-0.000434822,0,0,137.356,0,0,0
2900.25,-0.0141234,-0.014543,0.0290025,-0.0144855,-0.00066337,-0.000681925,0,0,138.59,0,0,0
3000.25,-0.0146073,-0.0150563,0.0300025,-0.0149851,-0.000902692,-0.000928405,0,0,139.775,0,0,0
3100.56,-0.0150921,-0.0155718,0.0310056,-0.0154863,-0.00114179,-0.0011749,0,0,140.917,0,0,0
3200,-0.0155724,-0.0160833,0.032,-0.0159832,-0.00137756,-0.00141821,0,0,142.013,0,0,0
3300,-0.0160549,-0.0165982,0.033,-0.0164828,-0.00161364,-0.00166208,0,0,143.069,0,0,0
3400,-0.0165369,-0.0171137,0.034,-0.0169824,-0.0018486,-0.00190504,0,0,144.073,0,0,0
3500,-0.0170185,-0.0176298,0.035,-0.017482,-0.00208239,-0.00214702,0,0,145.048,0,0,0
3600,-0.0174997,-0.0181464,0.036,-0.0179816,-0.00231503,-0.00238806,0,0,145.984,0,0,0
3700,-0.0179804,-0.0186635,0.037,-0.0184812,-0.00254652,-0.00262815,0,0,146.876,0,0,0
3800,-0.0184606,-0.0191812,0.038,-0.0189807,-0.00277685,-0.00286727,0,0,147.736,0,0,0
3900,-0.0189404,-0.0196994,0.039,-0.0194803,-0.00300602,-0.00310543,0,0,148.56,0,0,0
4000,-0.0194197,-0.0202182,0.04,-0.0199798,-0.00323403,-0.00334261,0,0,149.353,0,0,0
4100,-0.0198986,-0.0207375,0.041,-0.0204793,-0.00346088,-0.00357884,0,0,150.107,0,0,0
4200,-0.020377,-0.0212573,0.042,-0.0209788,-0.00368656,-0.00381407,0,0,150.834,0,0,0
4300,-0.0208549,-0.0217777,0.043,-0.0214782,-0.00391109,-0.00404833,0,0,151.524,0,0,0
4400,-0.0213324,-0.0222986,0.044,-0.0219777,-0.00413443,-0.00428159,0,0,152.194,0,0,0
4500,-0.0218094,-0.02282,0.045,-0.0224771,-0.00435661,-0.00451388,0,0,152.827,0,0,0
4600,-0.022286,-0.023342,0.046,-0.0229765,-0.00457762,-0.00474516,0,0,153.436,0,0,0
4700,-0.022762,-0.0238645,0.047,-0.0234759,-0.00479745,-0.00497545,0,0,154.02,0,0,0
4800,-0.0232377,-0.0243875,0.048,-0.0239752,-0.0050161,-0.00520472,0,0,154.58,0,0,0
4900,-0.0237128,-0.0249111,0.049,-0.0244745,-0.00523358,-0.00543301,0,0,155.11,0,0,0
5000,-0.0241875,-0.0254352,0.05,-0.0249739,-0.00544988,-0.00566027,0,0,155.621,0,0,0
5100,-0.0246617,-0.0259598,0.051,-0.0254731,-0.005665,-0.00588652,0,0,156.108,0,0,0
5200,-0.0251354,-0.0264849,0.052,-0.0259724,-0.00587894,-0.00611176,0,0,156.571,0,0,0
5300,-0.0256087,-0.0270106,0.053,-0.0264716,-0.00609168,-0.00633596,0,0,157.025,0,0,0
5400,-0.0260814,-0.0275368,0.054,-0.0269708,-0.00630324,-0.00655914,0,0,157.452,0,0,0
5500,-0.0265538,-0.0280635,0.055,-0.02747,-0.00651364,-0.0067813,0,0,157.853,0,0,0
5600,-0.0270256,-0.0285907,0.056,-0.0279692,-0.00672282,-0.00700242,0,0,158.247,0,0,0
5700,-0.0274969,-0.0291185,0.057,-0.0284683,-0.00693082,-0.00722249,0,0,158.626,0,0,0
5800,-0.0279678,-0.0296467,0.058,-0.0289674,-0.00713766,-0.00744157,0,0,158.962,0,0,0
5900,-0.0284382,-0.0301755,0.059,-0.0294665,-0.00734329,-0.00765958,0,0,159.3,0,0,0
6000,-0.0289081,-0.0307048,0.06,-0.0299655,-0.00754774,-0.00787654,0,0,159.618,0,0,0
6100,-0.0293776,-0.0312346,0.061,-0.0304645,-0.00775098,-0.00809246,0,0,159.924,0,0,0
6200,-0.0298465,-0.031765,0.062,-0.0309635,-0.00795302,-0.00830729,0,0,160.228,0,0,0
6300,-0.030315,-0.0322958,0.063,-0.0314625,-0.0081539,-0.00852112,0,0,160.495,0,0,0
6400,-0.030783,-0.0328272,0.064,-0.0319614,-0.00835357,-0.00873387,0,0,160.758,0,0,0
6500,-0.0312505,-0.0333591,0.065,-0.0324603,-0.00855204,-0.00894555,0,0,161.009,0,0,0
6600,-0.0317176,-0.0338914,0.066,-0.0329591,-0.00874931,-0.00915617,0,0,161.253,0,0,0
6700,-0.0321841,-0.0344243,0.067,-0.0334579,-0.0089454,-0.00936573,0,0,161.477,0,0,0
6800,-0.0326502,-0.0349578,0.068,-0.0339567,-0.0091403,-0.00957422,0,0,161.688,0,0,0
6900,-0.0331158,-0.0354917,0.069,-0.0344555,-0.00933399,-0.00978164,0,0,161.89,0,0,0
7000,-0.0335809,-0.0360261,0.07,-0.0349542,-0.00952649,-0.00998798,0,0,162.082,0,0,0
7100,-0.0340455,-0.0365611,0.071,-0.0354529,-0.00971779,-0.0101932,0,0,162.267,0,0,0
7200,-0.0345096,-0.0370965,0.072,-0.0359515,-0.00990789,-0.0103974,0,0,162.441,0,0,0
7300,-0.0349732,-0.0376325,0.073,-0.0364501,-0.0100968,-0.0106005,0,0,162.606,0,0,0
7400,-0.0354364,-0.0381689,0.074,-0.0369487,-0.0102845,-0.0108025,0,0,162.76,0,0,0
7500,-0.0358991,-0.0387059,0.075,-0.0374473,-0.010471,-0.0110034,0,0,162.906,0,0,0
7600,-0.0363613,-0.0392434,0.076,-0.0379458,-0.0106563,-0.0112032,0,0,163.043,0,0,0
7700,-0.036823,-0.0397814,0.077,-0.0384442,-0.0108404,-0.011402,0,0,163.17,0,0,0
7800,-0.0372842,-0.0403199,0.078,-0.0389426,-0.0110233,-0.0115996,0,0,163.294,0,0,0
7900,-0.0377449,-0.0408589,0.079,-0.039441,-0.011205,-0.0117961,0,0,163.409,0,0,0
8000,-0.0382051,-0.0413984,0.08,-0.0399394,-0.0113855,-0.0119916,0,0,163.517,0,0,0
8100,-0.0386649,-0.0419384,0.081,-0.0404377,-0.0115648,-0.0121859,0,0,163.619,0,0,0
8200,-0.0391241,-0.0424789,0.082,-0.0409359,-0.0117429,-0.0123791,0,0,163.715,0,0,0
8300,-0.0395829,-0.0430199,0.083,-0.0414341,-0.0119198,-0.0125712,0,0,163.804,0,0,0
8400,-0.0400412,-0.0435615,0.084,-0.0419323,-0.0120955,-0.0127622,0,0,163.887,0,0,0
8500,-0.040499,-0.0441035,0.085,-0.0424304,-0.01227,-0.012952,0,0,163.965,0,0,0
8600,-0.0409563,-0.044646,0.086,-0.0429285,-0.0124433,-0.0131408,0,0,164.036,0,0,0
8700,-0.0414131,-0.045189,0.087,-0.0434266,-0.0126154,-0.0133284,0,0,164.104,0,0,0
8800,-0.0418694,-0.0457326,0.088,-0.0439246,-0.0127863,-0.0135149,0,0,164.166,0,0,0
8900,-0.0423252,-0.0462766,0.089,-0.0444225,-0.012956,-0.0137003,0,0,164.224,0,0,0
9000,-0.0427806,-0.0468211,0.09,-0.0449204,-0.0131245,-0.0138845,0,0,164.277,0,0,0
9100,-0.0432354,-0.0473661,0.091,-0.0454183,-0.0132918,-0.0140676,0,0,164.326,0,0,0
9200,-0.0436898,-0.0479117,0.092,-0.0459161,-0.0134579,-0.0142496,0,0,164.37,0,0,0
9300,-0.0441436,-0.0484577,0.093,-0.0464139,-0.0136228,-0.0144305,0,0,164.411,0,0,0
9400,-0.044597,-0.0490042,0.094,-0.0469116,-0.0137865,-0.0146102,0,0,164.448,0,0,0
9500,-0.0450499,-0.0495513,0.095,-0.0474093,-0.0139489,-0.0147887,0,0,164.481,0,0,0
9600,-0.0455023,-0.0500988,0.096,-0.0479069,-0.0141102,-0.0149661,0,0,164.511,0,0,0
9700,-0.0459542,-0.0506468,0.097,-0.0484045,-0.0142703,-0.0151424,0,0,164.538,0,0,0
9800,-0.0464056,-0.0511953,0.098,-0.048902,-0.0144292,-0.0153175,0,0,164.561,0,0,0
9900,-0.0468566,-0.0517444,0.099,-0.0493995,-0.0145868,-0.0154915,0,0,164.581,0,0,0
10000,-0.047307,-0.0522939,0.1,-0.0498969,-0.0147433,-0.0156643,0,0,164.599,0,0,0
10100,-0.047757,-0.0528439,0.101,-0.0503943,-0.0148986,-0.0158359,0,0,164.614,0,0,0
10200,-0.0482064,-0.0533944,0.102,-0.0508916,-0.0150526,-0.0160064,0,0,164.626,0,0,0
10301,-0.0486599,-0.0539509,0.10301,-0.0513939,-0.015207,-0.0161774,0,0,164.636,0,0,0
10401,-0.0491083,-0.0545024,0.10401,-0.0518911,-0.0153587,-0.0163456,0,0,164.644,0,0,0
10500.7,-0.0495548,-0.0550526,0.105007,-0.0523866,-0.0155086,-0.016512,0,0,164.649,0,0,0
10601,-0.0500038,-0.0556069,0.10601,-0.0528854,-0.0156584,-0.0166784,0,0,164.652,0,0,0
10700.7,-0.0504493,-0.0561581,0.107007,-0.0533808,-0.0158059,-0.0168424,0,0,164.653,0,0,0
10800.3,-0.0508942,-0.0567095,0.108003,-0.053876,-0.0159522,-0.0170053,0,0,164.652,0,0,0
10900.3,-0.0513402,-0.0572635,0.109003,-0.0543729,-0.0160979,-0.0171676,0,0,164.649,0,0,0
11000.4,-0.0517864,-0.0578188,0.110004,-0.0548706,-0.0162425,-0.0173289,0,0,164.646,0,0,0
11100.6,-0.0522319,-0.0583744,0.111006,-0.055368,-0.0163859,-0.017489,0,0,164.638,0,0,0
11201,-0.0526784,-0.0589324,0.11201,-0.0558669,-0.0165286,-0.0176485,0,0,164.63,0,0,0
11300.7,-0.053121,-0.0594865,0.113007,-0.056362,-0.0166689,-0.0178055,0,0,164.62,0,0,0
11400.6,-0.0535641,-0.0600423,0.114006,-0.0568581,-0.0168084,-0.0179617,0,0,164.609,0,0,0
11500.4,-0.0540067,-0.0605987,0.115004,-0.0573542,-0.0169467,-0.0181167,0,0,164.597,0,0,0
11600.4,-0.0544493,-0.0611561,0.116004,-0.0578508,-0.0170839,-0.0182707,0,0,164.582,0,0,0
11701,-0.0548938,-0.0617171,0.11701,-0.05835,-0.0172207,-0.0184243,0,0,164.568,0,0,0
11800.4,-0.055333,-0.0622725,0.118004,-0.0588437,-0.0173548,-0.018575,0,0,164.552,0,0,0
11901,-0.0557765,-0.0628345,0.11901,-0.0593428,-0.0174891,-0.0187262,0,0,164.535,0,0,0
12001,-0.0562172,-0.0633939,0.12001,-0.0598391,-0.0176216,-0.0188754,0,0,164.516,0,0,0
12101,-0.0566573,-0.0639538,0.12101,-0.0603354,-0.0177528,-0.0190233,0,0,164.497,0,0,0
12201,-0.057097,-0.0645142,0.12201,-0.0608316,-0.0178828,-0.01917,0,0,164.477,0,0,0
12301,-0.0575361,-0.0650751,0.12301,-0.0613277,-0.0180116,-0.0193155,0,0,164.456,0,0,0
12400.7,-0.0579734,-0.0656347,0.124007,-0.0618222,-0.0181388,-0.0194594,0,0,164.434,0,0,0
12500.7,-0.0584115,-0.0661965,0.125007,-0.0623182,-0.0182652,-0.0196025,0,0,164.411,0,0,0
12600.2,-0.0588471,-0.0667562,0.126002,-0.0628117,-0.0183898,-0.0197436,0,0,164.388,0,0,0
12700.3,-0.0592848,-0.0673196,0.127003,-0.0633082,-0.018514,-0.0198844,0,0,164.363,0,0,0
12800.7,-0.0597231,-0.0678851,0.128007,-0.0638058,-0.0186373,-0.0200244,0,0,164.339,0,0,0
12900.3,-0.0601577,-0.0684468,0.129003,-0.0642997,-0.0187584,-0.020162,0,0,164.314,0,0,0
13000.7,-0.0605951,-0.0690132,0.130007,-0.0647973,-0.0188793,-0.0202995,0,0,164.288,0,0,0
13100.7,-0.0610303,-0.069578,0.131007,-0.0652929,-0.0189985,-0.0204352,0,0,164.261,0,0,0
13201,-0.0614665,-0.0701452,0.13201,-0.0657901,-0.0191169,-0.0205702,0,0,164.234,0,0,0
13301,-0.0619008,-0.070711,0.13301,-0.0662856,-0.0192337,-0.0207034,0,0,164.207,0,0,0
13401,-0.0623346,-0.0712773,0.13401,-0.066781,-0.0193493,-0.0208354,0,0,164.179,0,0,0
13500.6,-0.062766,-0.0718416,0.135006,-0.0672742,-0.0194632,-0.0209655,0,0,164.151,0,0,0
13600.6,-0.0631988,-0.0724088,0.136006,-0.0677694,-0.0195764,-0.021095,0,0,164.122,0,0,0
13701,-0.0636331,-0.0729791,0.13701,-0.0682669,-0.0196889,-0.0212238,0,0,164.093,0,0,0
13801,-0.0640649,-0.0735473,0.13801,-0.068762,-0.0197997,-0.0213508,0,0,164.064,0,0,0
13901,-0.0644963,-0.074116,0.13901,-0.0692571,-0.0199093,-0.0214766,0,0,164.035,0,0,0
14001,-0.0649271,-0.0746852,0.14001,-0.0697521,-0.0200177,-0.021601,0,0,164.005,0,0,0
14100.7,-0.0653561,-0.075253,0.141007,-0.0702454,-0.0201246,-0.0217238,0,0,163.975,0,0,0
14200.7,-0.065786,-0.0758232,0.142007,-0.0707403,-0.0202306,-0.0218458,0,0,163.945,0,0,0
14301,-0.0662168,-0.0763957,0.14301,-0.0712367,-0.0203357,-0.0219668,0,0,163.915,0,0,0
14401,-0.0666458,-0.0769669,0.14401,-0.0717315,-0.0204393,-0.0220862,0,0,163.885,0,0,0
14501,-0.0670742,-0.0775385,0.14501,-0.0722261,-0.0205417,-0.0222043,0,0,163.854,0,0,0
14601,-0.0675022,-0.0781106,0.14601,-0.0727207,-0.0206429,-0.0223212,0,0,163.824,0,0,0
14701,-0.0679297,-0.0786832,0.14701,-0.0732152,-0.0207429,-0.0224367,0,0,163.793,0,0,0
14800,-0.0683524,-0.0792505,0.148,-0.0737047,-0.0208408,-0.0225499,0,0,163.762,0,0,0
14900,-0.0687789,-0.0798241,0.149,-0.0741991,-0.0209384,-0.0226629,0,0,163.732,0,0,0
15000,-0.0692049,-0.0803981,0.15,-0.0746934,-0.0210348,-0.0227746,0,0,163.701,0,0,0
15100,-0.0696305,-0.0809726,0.151,-0.0751876,-0.02113,-0.022885,0,0,163.671,0,0,0
15200,-0.0700556,-0.0815477,0.152,-0.0756817,-0.021224,-0.0229942,0,0,163.64,0,0,0
15300.7,-0.070483,-0.082127,0.153007,-0.0761791,-0.0213174,-0.0231027,0,0,163.61,0,0,0
15400.7,-0.0709071,-0.082703,0.154007,-0.0766731,-0.021409,-0.0232092,0,0,163.579,0,0,0
15500.7,-0.0713307,-0.0832794,0.155007,-0.077167,-0.0214994,-0.0233145,0,0,163.549,0,0,0
15600.7,-0.0717538,-0.0838564,0.156007,-0.0776608,-0.0215886,-0.0234184,0,0,163.519,0,0,0
15700.7,-0.0721764,-0.0844338,0.157007,-0.0781546,-0.0216766,-0.023521,0,0,163.488,0,0,0
15800.7,-0.0725986,-0.0850117,0.158007,-0.0786483,-0.0217634,-0.0236223,0,0,163.458,0,0,0
15900.3,-0.0730187,-0.085588,0.159003,-0.07914,-0.0218487,-0.0237219,0,0,163.429,0,0,0
16001,-0.0734429,-0.0861709,0.16001,-0.079637,-0.0219337,-0.0238213,0,0,163.399,0,0,0
16100.7,-0.0738622,-0.0867484,0.161007,-0.0801288,-0.0220166,-0.0239183,0,0,163.369,0,0,0
16201,-0.0742838,-0.0873301,0.16201,-0.0806239,-0.0220988,-0.0240146,0,0,163.34,0,0,0
16301,-0.0747036,-0.0879104,0.16301,-0.0811171,-0.0221796,-0.0241093,0,0,163.311,0,0,0
16401,-0.0751229,-0.0884912,0.16401,-0.0816103,-0.0222592,-0.0242026,0,0,163.282,0,0,0
16501,-0.0755417,-0.0890725,0.16501,-0.0821035,-0.0223376,-0.0242947,0,0,163.253,0,0,0
16601,-0.07596,-0.0896542,0.16601,-0.0825965,-0.0224148,-0.0243853,0,0,163.225,0,0,0
16701,-0.0763778,-0.0902365,0.16701,-0.0830895,-0.0224908,-0.0244747,0,0,163.197,0,0,0
16801,-0.0767952,-0.0908192,0.16801,-0.0835823,-0.0225656,-0.0245627,0,0,163.169,0,0,0
16901,-0.0772121,-0.0914023,0.16901,-0.0840751,-0.0226391,-0.0246493,0,0,163.141,0,0,0
17001,-0.0776285,-0.091986,0.17001,-0.0845679,-0.0227115,-0.0247346,0,0,163.114,0,0,0
17100,-0.0780403,-0.0925643,0.171,-0.0850556,-0.022782,-0.0248177,0,0,163.087,0,0,0
17200,-0.0784558,-0.0931488,0.172,-0.0855481,-0.022852,-0.0249003,0,0,163.06,0,0,0
17300,-0.0788708,-0.0937339,0.173,-0.0860406,-0.0229208,-0.0249815,0,0,163.034,0,0,0
17400,-0.0792853,-0.0943195,0.174,-0.0865329,-0.0229884,-0.0250614,0,0,163.007,0,0,0
17500,-0.0796993,-0.0949055,0.175,-0.0870252,-0.0230548,-0.0251399,0,0,162.982,0,0,0
17600,-0.0801129,-0.095492,0.176,-0.0875174,-0.0231199,-0.0252171,0,0,162.956,0,0,0
17700,-0.080526,-0.0960789,0.177,-0.0880096,-0.0231839,-0.0252928,0,0,162.931,0,0,0
17800,-0.0809386,-0.0966664,0.178,-0.0885016,-0.0232467,-0.0253672,0,0,162.906,0,0,0
17900,-0.0813508,-0.0972543,0.179,-0.0889935,-0.0233083,-0.0254402,0,0,162.881,0,0,0
18000,-0.0817624,-0.0978427,0.18,-0.0894854,-0.0233686,-0.0255119,0,0,162.857,0,0,0
18100,-0.0821736,-0.0984315,0.181,-0.0899772,-0.0234278,-0.0255821,0,0,162.834,0,0,0
18200,-0.0825843,-0.0990209,0.182,-0.0904689,-0.0234858,-0.0256509,0,0,162.81,0,0,0
18300,-0.0829946,-0.0996107,0.183,-0.0909605,-0.0235425,-0.0257184,0,0,162.788,0,0,0
18400,-0.0834044,-0.100201,0.184,-0.091452,-0.0235981,-0.0257845,0,0,162.765,0,0,0
18500,-0.0838137,-0.100792,0.185,-0.0919434,-0.0236524,-0.0258491,0,0,162.743,0,0,0
18600,-0.0842225,-0.101383,0.186,-0.0924347,-0.0237056,-0.0259124,0,0,162.721,0,0,0
18700,-0.0846309,-0.101975,0.187,-0.092926,-0.0237575,-0.0259742,0,0,162.7,0,0,0
18800,-0.0850388,-0.102567,0.188,-0.0934171,-0.0238082,-0.0260347,0,0,162.679,0,0,0
18900,-0.0854462,-0.103159,0.189,-0.0939082,-0.0238578,-0.0260937,0,0,162.658,0,0,0
19000,-0.0858532,-0.103752,0.19,-0.0943991,-0.0239061,-0.0261513,0,0,162.638,0,0,0
19100,-0.0862597,-0.104346,0.191,-0.09489,-0.0239532,-0.0262075,0,0,162.619,0,0,0
19200,-0.0866657,-0.10494,0.192,-0.0953808,-0.0239991,-0.0262623,0,0,162.6,0,0,0
19300,-0.0870712,-0.105535,0.193,-0.0958715,-0.0240438,-0.0263156,0,0,162.581,0,0,0
19400,-0.0874763,-0.10613,0.194,-0.0963621,-0.0240873,-0.0263675,0,0,162.563,0,0,0
19500,-0.0878809,-0.106725,0.195,-0.0968526,-0.0241296,-0.026418,0,0,162.545,0,0,0
19600,-0.088285,-0.107321,0.196,-0.097343,-0.0241706,-0.026467,0,0,162.528,0,0,0
19700,-0.0886887,-0.107917,0.197,-0.0978333,-0.0242105,-0.0265146,0,0,162.511,0,0,0
19800,-0.0890919,-0.108514,0.198,-0.0983235,-0.0242492,-0.0265607,0,0,162.494,0,0,0
19900,-0.0894947,-0.109111,0.199,-0.0988136,-0.0242866,-0.0266054,0,0,162.479,0,0,0
20000,-0.0898969,-0.109709,0.2,-0.0993037,-0.0243228,-0.0266486,0,0,162.463,0,0,0
20100,-0.0902987,-0.110307,0.201,-0.0997936,-0.0243579,-0.0266904,0,0,162.448,0,0,0
20200,-0.0907001,-0.110906,0.202,-0.100283,-0.0243917,-0.0267307,0,0,162.434,0,0,0
20300,-0.091101,-0.111505,0.203,-0.100773,-0.0244243,-0.0267696,0,0,162.42,0,0,0
20400,-0.0915014,-0.112105,0.204,-0.101263,-0.0244557,-0.026807,0,0,162.406,0,0,0
20500,-0.0919013,-0.112705,0.205,-0.101752,-0.0244858,-0.0268429,0,0,162.394,0,0,0
20600,-0.0923008,-0.113305,0.206,-0.102242,-0.0245148,-0.0268773,0,0,162.381,0,0,0
20700,-0.0926998,-0.113906,0.207,-0.102731,-0.0245425,-0.0269103,0,0,162.369,0,0,0
20800,-0.0930984,-0.114508,0.208,-0.10322,-0.0245691,-0.0269418,0,0,162.358,0,0,0
20900,-0.0934964,-0.11511,0.209,-0.10371,-0.0245944,-0.0269718,0,0,162.347,0,0,0
21000,-0.0938941,-0.115712,0.21,-0.104199,-0.0246185,-0.0270003,0,0,162.337,0,0,0
21100,-0.0942912,-0.116315,0.211,-0.104688,-0.0246414,-0.0270273,0,0,162.328,0,0,0
21200,-0.0946879,-0.116918,0.212,-0.105176,-0.024663,-0.0270528,0,0,162.318,0,0,0
21300,-0.0950842,-0.117522,0.213,-0.105665,-0.0246835,-0.0270768,0,0,162.31,0,0,0
21400,-0.0954799,-0.118127,0.214,-0.106154,-0.0247027,-0.0270993,0,0,162.302,0,0,0
21500,-0.0958753,-0.118731,0.215,-0.106642,-0.0247207,-0.0271203,0,0,162.294,0,0,0
21600,-0.0962701,-0.119336,0.216,-0.107131,-0.0247375,-0.0271397,0,0,162.287,0,0,0
21700,-0.0966645,-0.119942,0.217,-0.107619,-0.0247531,-0.0271577,0,0,162.281,0,0,0
21800,-0.0970584,-0.120548,0.218,-0.108107,-0.0247674,-0.0271741,0,0,162.275,0,0,0
21900,-0.0974519,-0.121155,0.219,-0.108596,-0.0247805,-0.027189,0,0,162.27,0,0,0
22000,-0.0978449,-0.121762,0.22,-0.109084,-0.0247924,-0.0272024,0,0,162.266,0,0,0
22100,-0.0982374,-0.122369,0.221,-0.109571,-0.0248031,-0.0272143,0,0,162.262,0,0,0
22200,-0.0986295,-0.122977,0.222,-0.110059,-0.0248125,-0.0272246,0,0,162.259,0,0,0
22300,-0.0990211,-0.123585,0.223,-0.110547,-0.0248208,-0.0272333,0,0,162.256,0,0,0
22400,-0.0994123,-0.124194,0.224,-0.111035,-0.0248278,-0.0272405,0,0,162.254,0,0,0
22500,-0.099803,-0.124804,0.225,-0.111522,-0.0248335,-0.0272462,0,0,162.252,0,0,0
22600,-0.100193,-0.125413,0.226,-0.11201,-0.0248381,-0.0272503,0,0,162.251,0,0,0
22700,-0.100583,-0.126024,0.227,-0.112497,-0.0248414,-0.0272529,0,0,162.251,0,0,0
22800,-0.100972,-0.126634,0.228,-0.112984,-0.0248435,-0.0272538,0,0,162.251,0,0,0
22900,-0.101361,-0.127245,0.229,-0.113471,-0.0248443,-0.0272533,0,0,162.252,0,0,0
23000,-0.10175,-0.127857,0.23,-0.113958,-0.0248439,-0.0272511,0,0,162.254,0,0,0
23100,-0.102138,-0.128469,0.231,-0.114445,-0.0248423,-0.0272474,0,0,162.256,0,0,0
23200,-0.102525,-0.129081,0.232,-0.114932,-0.0248394,-0.0272421,0,0,162.259,0,0,0
23300,-0.102912,-0.129694,0.233,-0.115418,-0.0248354,-0.0272352,0,0,162.262,0,0,0
23400,-0.103299,-0.130308,0.234,-0.115905,-0.02483,-0.0272267,0,0,162.266,0,0,0
23500,-0.103685,-0.130922,0.235,-0.116391,-0.0248235,-0.0272166,0,0,162.271,0,0,0
23600,-0.104071,-0.131536,0.236,-0.116878,-0.0248157,-0.0272049,0,0,162.276,0,0,0
23700,-0.104456,-0.132151,0.237,-0.117364,-0.0248066,-0.0271916,0,0,162.283,0,0,0
23800,-0.104841,-0.132766,0.238,-0.11785,-0.0247964,-0.0271767,0,0,162.289,0,0,0
23900,-0.105225,-0.133382,0.239,-0.118336,-0.0247848,-0.0271602,0,0,162.297,0,0,0
24000,-0.105609,-0.133998,0.24,-0.118822,-0.0247721,-0.0271421,0,0,162.305,0,0,0
24100,-0.105992,-0.134614,0.241,-0.119307,-0.0247581,-0.0271224,0,0,162.314,0,0,0
24200,-0.106375,-0.135231,0.242,-0.119793,-0.0247428,-0.027101,0,0,162.324,0,0,0
24300,-0.106758,-0.135849,0.243,-0.120279,-0.0247263,-0.027078,0,0,162.334,0,0,0
24400,-0.10714,-0.136467,0.244,-0.120764,-0.0247086,-0.0270534,0,0,162.344,0,0,0
24500,-0.107521,-0.137085,0.245,-0.121249,-0.0246896,-0.0270271,0,0,162.356,0,0,0
24600,-0.107902,-0.137704,0.246,-0.121735,-0.0246693,-0.0269992,0,0,162.369,0,0,0
